Input File,Tree Location,Job Name,Job Type,Component Type Name,Component Name,Interpreter,component_exists
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SNOWFLAKE_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BILLING_PLATFORM_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BILLING_PLATFORM_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BILLING_PLATFORM_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_WEEKEND_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_WEEKEND_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_WEEKEND_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BING_ADS_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BING_ADS_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,BING_ADS_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,SALESFORCE_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ICIMS_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ICIMS_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ICIMS_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ICIMS_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK Posts,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ICIMS_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar Posts,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,KPI_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,KPI_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,KPI_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Python Script,ALLOC_UNZIP,Python 3.8,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Unknown:1348418649,sns_notification,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,If,Is_Send_Notification,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Unknown:-842023425,LOG_FAILURE,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Or,Or Failure,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,End Failure,Failure,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,End Success,Success,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,ALLOCADIA_MASTER,ORCHESTRATION,Unknown:-842023425,LOG_MAIN,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,MAIL_MASTER,ORCHESTRATION,Start,Start,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,MAIL_MASTER,ORCHESTRATION,Run Orchestration,Run INGESTION FRAMEWORK,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,MAIL_MASTER,ORCHESTRATION,Query Result to Scalar,Query Result To Scalar,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,MAIL_MASTER,ORCHESTRATION,End Success,Success,,1
INGESTION_FRAMEWORK.json,/ROOT/INGESTION_FRAMEWORK/Orchestration/Sources,MAIL_MASTER,ORCHESTRATION,Or,Or Failure,,1
